wfood;wfuel;wcloth;wacl;wtrans;wother;totexp;income;age;nk;food;fuel;cloth;alc;trans;other
0.2693;0.0855;0.301;0.006;0.1331;0.205;150;170;40;2;40.395;12.825;45.15;0.9;19.965;30.75
0.3363;0.0443;0.0116;0.3529;0.0005;0.2544;80;100;28;1;26.904;3.544;0.928;28.232;0.04;20.352
0.3686;0.1166;0.0114;0.0989;0.1322;0.2722;90;140;34;2;33.174;10.494;1.026;8.901;11.898;24.498
0.3259;0.053;0.4293;0;0.1093;0.0825;120;120;42;2;39.108;6.36;51.516;0;13.116;9.9
0.2673;0.0839;0.3883;0.0121;0.092;0.1565;120;140;38;2;32.076;10.068;46.596;1.452;11.04;18.78
0.5679;0.0537;0.0553;0.0578;0.1283;0.1369;70;140;38;2;39.753;3.759;3.871;4.046;8.981;9.583
0.4209;0.163;0.0217;0.1886;0;0.2058;70;130;24;2;29.463;11.41;1.519;13.202;0;14.406
0.5027;0.0639;0.0527;0.1243;0;0.2564;80;100;24;1;40.216;5.112;4.216;9.944;0;20.512
0.3872;0.2184;0.1686;0;0;0.2258;100;220;39;1;38.72;21.84;16.86;0;0;22.58
0.3768;0.0782;0.0272;0.0257;0.2431;0.2491;80;160;36;2;30.144;6.256;2.176;2.056;19.448;19.928
0.2204;0.0294;0.22;0.167;0.1024;0.2609;160;80;27;1;35.264;4.704;35.2;26.72;16.384;41.744
0.3434;0.1136;0.1388;0;0.2351;0.1691;90;140;39;2;30.906;10.224;12.492;0;21.159;15.219
0.5174;0.1031;0.1021;0.0058;0.1176;0.154;70;130;46;2;36.218;7.217;7.147;0.406;8.232;10.78
0.2853;0.0512;0.2824;0.0774;0.0818;0.2219;230;240;36;2;65.619;11.776;64.952;17.802;18.814;51.037
0.3139;0.2257;0.0189;0;0.2113;0.2302;60;120;35;1;18.834;13.542;1.134;0;12.678;13.812
0.2914;0.1136;0.1566;0.0046;0.262;0.1718;120;190;37;2;34.968;13.632;18.792;0.552;31.44;20.616
0.5166;0.0419;0.1158;0.0886;0.1176;0.1195;80;160;30;2;41.328;3.352;9.264;7.088;9.408;9.56
0.3948;0.1452;0.0946;0.0956;0.1654;0.1043;80;110;29;2;31.584;11.616;7.568;7.648;13.232;8.344
0.4704;0.0514;0.1186;0.0397;0.0317;0.2882;120;260;45;2;56.448;6.168;14.232;4.764;3.804;34.584
0.122;0.0174;0.0605;0.0517;0.6046;0.1438;320;180;45;1;39.04;5.568;19.36;16.544;193.472;46.016
0.2495;0.0746;0.0102;0;0.4754;0.1903;100;110;27;2;24.95;7.46;1.02;0;47.54;19.03
0.3548;0.0638;0.0345;0.0414;0.0945;0.411;110;120;39;2;39.028;7.018;3.795;4.554;10.395;45.21
0.1882;0.0461;0.0731;0.0263;0.0492;0.6172;190;280;40;1;35.758;8.759;13.889;4.997;9.348;117.268
0.3021;0.0605;0.2002;0.1224;0.0974;0.2174;130;200;40;2;39.273;7.865;26.026;15.912;12.662;28.262
0.4626;0.1478;0.0853;0.092;0;0.2123;60;130;33;2;27.756;8.868;5.118;5.52;0;12.738
0.2478;0.0467;0.2052;0.0504;0.115;0.3349;150;170;37;2;37.17;7.005;30.78;7.56;17.25;50.235
0.306;0.0989;0.1642;0.0119;0.1302;0.2889;90;110;34;2;27.54;8.901;14.778;1.071;11.718;26.001
0.3053;0.0762;0.0418;0.0469;0.0186;0.5112;120;120;39;2;36.636;9.144;5.016;5.628;2.232;61.344
0.5723;0.1536;0.0051;0;0.1055;0.1636;50;100;30;1;28.615;7.68;0.255;0;5.275;8.18
0.2924;0.0559;0.0617;0.0703;0.0922;0.4274;130;150;32;2;38.012;7.267;8.021;9.139;11.986;55.562
0.5411;0.116;0.0052;0;0.0966;0.2411;50;90;37;1;27.055;5.8;0.26;0;4.83;12.055
0.5003;0.137;0.0117;0.027;0.1422;0.1818;60;100;40;2;30.018;8.22;0.702;1.62;8.532;10.908
0.5119;0.1265;0.1409;0;0.0328;0.188;50;40;30;2;25.595;6.325;7.045;0;1.64;9.4
0.3864;0.0992;0.0355;0.0139;0.3017;0.1634;80;180;42;2;30.912;7.936;2.84;1.112;24.136;13.072
0.2975;0.0707;0.2354;0.0845;0.0622;0.2498;100;160;26;1;29.75;7.07;23.54;8.45;6.22;24.98
0.2979;0.0914;0.012;0.0748;0.3799;0.144;80;130;37;1;23.832;7.312;0.96;5.984;30.392;11.52
0.3723;0.0501;0.0202;0.0208;0.3276;0.2089;70;80;38;2;26.061;3.507;1.414;1.456;22.932;14.623
0.4346;0.0486;0.0727;0.0682;0.1401;0.2358;70;90;35;2;30.422;3.402;5.089;4.774;9.807;16.506
0.4123;0.2445;0.0219;0.022;0.1906;0.1087;70;120;36;2;28.861;17.115;1.533;1.54;13.342;7.609
0.5025;0.1775;0.0069;0.018;0.008;0.2871;60;90;39;2;30.15;10.65;0.414;1.08;0.48;17.226
0.3488;0.1691;0.1284;0.0319;0.0517;0.2701;70;90;29;2;24.416;11.837;8.988;2.233;3.619;18.907
0.423;0.1695;0.004;0.0715;0.0549;0.2771;90;140;42;2;38.07;15.255;0.36;6.435;4.941;24.939
0.2453;0.0214;0.0017;0.0391;0.4638;0.2288;90;120;38;2;22.077;1.926;0.153;3.519;41.742;20.592
0.271;0.1084;0.3018;0.0265;0.1534;0.1388;150;150;32;2;40.65;16.26;45.27;3.975;23.01;20.82
0.3454;0.0384;0.0645;0.0255;0.3133;0.2128;110;190;39;2;37.994;4.224;7.095;2.805;34.463;23.408
0.4243;0.0868;0.0681;0.0299;0.1063;0.2847;90;90;25;2;38.187;7.812;6.129;2.691;9.567;25.623
0.3669;0.1116;0.1285;0;0.1559;0.2372;110;140;57;2;40.359;12.276;14.135;0;17.149;26.092
0.423;0.0298;0.0886;0.0388;0.2565;0.1633;160;120;46;2;67.68;4.768;14.176;6.208;41.04;26.128
0.2693;0.0795;0.2214;0.0517;0.0239;0.3542;110;120;21;1;29.623;8.745;24.354;5.687;2.629;38.962
0.499;0.1483;0.0338;0.029;0.116;0.1739;70;100;39;2;34.93;10.381;2.366;2.03;8.12;12.173
0.3841;0.1508;0.1649;0.036;0.1091;0.1552;80;130;35;1;30.728;12.064;13.192;2.88;8.728;12.416
0.4171;0.1417;0.1013;0.0155;0.0349;0.2894;60;70;26;1;25.026;8.502;6.078;0.93;2.094;17.364
0.2488;0.0541;0.0494;0.0389;0.211;0.3978;100;110;26;1;24.88;5.41;4.94;3.89;21.1;39.78
0.2403;0.095;0.2073;0.0166;0.1055;0.3354;80;120;43;1;19.224;7.6;16.584;1.328;8.44;26.832
0.2751;0.0178;0.0993;0.2011;0.1034;0.3033;100;90;33;1;27.51;1.78;9.93;20.11;10.34;30.33
0.2779;0.066;0.4169;0.0124;0.0979;0.1289;100;140;38;2;27.79;6.6;41.69;1.24;9.79;12.89
0.1982;0.0635;0.434;0.0511;0.0095;0.2438;110;150;27;1;21.802;6.985;47.74;5.621;1.045;26.818
0.4409;0.2781;0;0.0804;0.1149;0.0857;80;60;40;2;35.272;22.248;0;6.432;9.192;6.856
0.3092;0.0869;0.1194;0.0875;0.1515;0.2455;100;140;40;2;30.92;8.69;11.94;8.75;15.15;24.55
0.3849;0.1596;0.1113;0.1006;0.062;0.1816;90;120;27;2;34.641;14.364;10.017;9.054;5.58;16.344
0.4089;0.2078;0.1014;0.0029;0.1051;0.1739;80;110;41;2;32.712;16.624;8.112;0.232;8.408;13.912
0.513;0.1381;0.0583;0;0.0229;0.2677;60;100;28;2;30.78;8.286;3.498;0;1.374;16.062
0.4494;0.1082;0.1235;0.0283;0.1511;0.1395;80;120;52;1;35.952;8.656;9.88;2.264;12.088;11.16
0.3781;0.0219;0.3414;0;0.1399;0.1188;120;70;37;2;45.372;2.628;40.968;0;16.788;14.256
0.3814;0.1186;0.0052;0.0546;0.0795;0.3606;110;140;35;2;41.954;13.046;0.572;6.006;8.745;39.666
0.2628;0.1072;0.1332;0;0.3017;0.1952;70;120;35;2;18.396;7.504;9.324;0;21.119;13.664
0.3794;0.143;0.0092;0.0504;0.1368;0.2811;60;100;25;2;22.764;8.58;0.552;3.024;8.208;16.866
0.2786;0.086;0.0144;0.173;0.3624;0.0856;90;120;37;2;25.074;7.74;1.296;15.57;32.616;7.704
0.4128;0.0993;0.1371;0.0815;0.1396;0.1298;110;190;46;2;45.408;10.923;15.081;8.965;15.356;14.278
0.4947;0.0842;0.0157;0;0.1611;0.2444;90;140;36;2;44.523;7.578;1.413;0;14.499;21.996
0.3988;0.1484;0.0631;0.0546;0.0142;0.3209;50;100;28;1;19.94;7.42;3.155;2.73;0.71;16.045
0.3904;0.0571;0.1298;0.0744;0.133;0.2153;150;150;47;2;58.56;8.565;19.47;11.16;19.95;32.295
0.2431;0.1151;0.0482;0.2649;0.1128;0.2159;90;110;21;1;21.879;10.359;4.338;23.841;10.152;19.431
0.3599;0.1322;0.1672;0.0101;0.1364;0.1942;100;130;29;2;35.99;13.22;16.72;1.01;13.64;19.42
0.2366;0.0917;0.2472;0;0.2968;0.1277;100;30;27;2;23.66;9.17;24.72;0;29.68;12.77
0.558;0.17;0;0.013;0.0194;0.2396;50;80;39;2;27.9;8.5;0;0.65;0.97;11.98
0.4479;0.0881;0.0857;0.1405;0.1569;0.0809;80;120;27;1;35.832;7.048;6.856;11.24;12.552;6.472
0.1859;0.0872;0.1746;0.0222;0.2513;0.2788;140;150;32;2;26.026;12.208;24.444;3.108;35.182;39.032
0.4491;0.0876;0.0881;0.0192;0.1629;0.1931;90;70;31;2;40.419;7.884;7.929;1.728;14.661;17.379
0.2286;0.0705;0.0314;0.2101;0.1362;0.3232;110;130;30;2;25.146;7.755;3.454;23.111;14.982;35.552
0.3614;0.1205;0.0472;0.0863;0.0334;0.3513;80;110;25;2;28.912;9.64;3.776;6.904;2.672;28.104
0.2554;0.1206;0.0593;0.1808;0.1217;0.2621;120;90;22;1;30.648;14.472;7.116;21.696;14.604;31.452
0.2872;0.0727;0.1313;0.0629;0.2038;0.2421;160;210;33;2;45.952;11.632;21.008;10.064;32.608;38.736
0.6098;0.0875;0.0042;0.0503;0.0271;0.2211;50;120;32;1;30.49;4.375;0.21;2.515;1.355;11.055
0.387;0.1267;0;0;0.2216;0.2647;70;80;33;2;27.09;8.869;0;0;15.512;18.529
0.4306;0.1008;0.2277;0;0.1528;0.0881;50;110;34;1;21.53;5.04;11.385;0;7.64;4.405
0.789;0.0644;0.0021;0.0469;0.0481;0.0495;40;110;34;1;31.56;2.576;0.084;1.876;1.924;1.98
0.3861;0.2815;0.0023;0.0286;0.1446;0.1568;70;80;28;2;27.027;19.705;0.161;2.002;10.122;10.976
0.3178;0.0875;0.0696;0.0132;0.0615;0.4504;100;110;31;2;31.78;8.75;6.96;1.32;6.15;45.04
0.1886;0.101;0.3152;0.0444;0.2228;0.1278;120;130;51;1;22.632;12.12;37.824;5.328;26.736;15.336
0.4904;0.0944;0.1185;0.007;0.1023;0.1874;90;150;38;2;44.136;8.496;10.665;0.63;9.207;16.866
0.355;0.1098;0.1557;0.0067;0.1485;0.2243;90;210;45;1;31.95;9.882;14.013;0.603;13.365;20.187
0.4152;0.1457;0.0531;0.0445;0.0087;0.3329;70;110;27;2;29.064;10.199;3.717;3.115;0.609;23.303
0.4255;0.1548;0.2338;0;0;0.1859;60;120;36;2;25.53;9.288;14.028;0;0;11.154
0.4838;0.0694;0.1215;0.0291;0.0753;0.2209;80;110;28;2;38.704;5.552;9.72;2.328;6.024;17.672
0.5036;0.0876;0.0536;0.0171;0.1493;0.1889;100;50;40;2;50.36;8.76;5.36;1.71;14.93;18.89
0.4598;0.0369;0.2163;0;0.1926;0.0944;100;110;34;2;45.98;3.69;21.63;0;19.26;9.44
0.2682;0.0665;0.1253;0.0261;0.1499;0.3639;140;110;37;2;37.548;9.31;17.542;3.654;20.986;50.946
0.3999;0.1028;0.1033;0.0727;0.1512;0.1701;40;120;42;1;15.996;4.112;4.132;2.908;6.048;6.804
0.4836;0.0992;0.0277;0.0344;0.2439;0.1111;70;90;26;2;33.852;6.944;1.939;2.408;17.073;7.777
0.3255;0.1208;0.1105;0.0123;0.2147;0.2163;80;120;45;1;26.04;9.664;8.84;0.984;17.176;17.304
0.2718;0.0669;0.0321;0.0767;0.2431;0.3094;120;170;47;1;32.616;8.028;3.852;9.204;29.172;37.128
0.296;0.0578;0.3703;0.026;0.0297;0.2202;210;170;37;2;62.16;12.138;77.763;5.46;6.237;46.242
0.6155;0.048;0.0693;0;0.0252;0.2421;60;100;33;1;36.93;2.88;4.158;0;1.512;14.526
0.3499;0.1116;0.1924;0.125;0.0315;0.1895;60;110;29;1;20.994;6.696;11.544;7.5;1.89;11.37
0.3228;0.102;0.0048;0.085;0.3108;0.1746;90;100;25;1;29.052;9.18;0.432;7.65;27.972;15.714
0.2696;0.0275;0.2136;0;0.248;0.2413;130;100;33;2;35.048;3.575;27.768;0;32.24;31.369
0.4229;0.0933;0;0.0163;0.112;0.3556;70;120;49;1;29.603;6.531;0;1.141;7.84;24.892
0.205;0.0543;0.0134;0.0085;0.3647;0.3542;190;200;29;1;38.95;10.317;2.546;1.615;69.293;67.298
0.2685;0.117;0.327;0.0023;0.1105;0.1747;110;140;28;1;29.535;12.87;35.97;0.253;12.155;19.217
0.2964;0.2095;0.0079;0.1737;0.0477;0.265;60;80;25;2;17.784;12.57;0.474;10.422;2.862;15.9
0.3964;0.0893;0.0906;0.0151;0.2973;0.1114;70;80;34;1;27.748;6.251;6.342;1.057;20.811;7.798
0.3855;0.1724;0.0137;0.0023;0.2632;0.1629;100;120;38;1;38.55;17.24;1.37;0.23;26.32;16.29
0.4148;0.0956;0;0;0.2766;0.213;50;110;52;1;20.74;4.78;0;0;13.83;10.65
0.351;0.1531;0.1324;0;0.158;0.2055;60;100;40;1;21.06;9.186;7.944;0;9.48;12.33
0.4774;0.0403;0.2193;0;0.0928;0.1703;90;100;39;2;42.966;3.627;19.737;0;8.352;15.327
0.4735;0.111;0.1358;0.0269;0.0402;0.2126;70;100;28;1;33.145;7.77;9.506;1.883;2.814;14.882
0.429;0.1225;0.0574;0.019;0.0798;0.2923;60;160;40;2;25.74;7.35;3.444;1.14;4.788;17.538
0.2173;0.0263;0.1613;0.4281;0.0799;0.0871;150;120;40;2;32.595;3.945;24.195;64.215;11.985;13.065
0.2683;0.1582;0.0128;0;0.2955;0.2651;50;150;34;1;13.415;7.91;0.64;0;14.775;13.255
0.3426;0.1999;0.1385;0.0048;0.1545;0.1597;60;140;30;2;20.556;11.994;8.31;0.288;9.27;9.582
0.4138;0.1498;0.0171;0.1024;0.1276;0.1893;50;80;36;2;20.69;7.49;0.855;5.12;6.38;9.465
0.3321;0.0479;0.3181;0.0434;0.0231;0.2354;140;200;38;1;46.494;6.706;44.534;6.076;3.234;32.956
0.4021;0.0657;0.0593;0.0754;0.0832;0.3144;90;90;37;2;36.189;5.913;5.337;6.786;7.488;28.296
0.3954;0.0613;0;0.0071;0.3136;0.2226;70;130;40;2;27.678;4.291;0;0.497;21.952;15.582
0.3211;0.0815;0.1879;0.027;0.0845;0.298;110;120;37;2;35.321;8.965;20.669;2.97;9.295;32.78
0.3646;0.0615;0.2261;0.0379;0.0966;0.2133;90;110;37;2;32.814;5.535;20.349;3.411;8.694;19.197
0.5205;0.0773;0.0339;0.0019;0.1528;0.2136;70;100;50;1;36.435;5.411;2.373;0.133;10.696;14.952
0.4574;0.1615;0.0659;0.0626;0.0162;0.2363;80;110;31;2;36.592;12.92;5.272;5.008;1.296;18.904
0.3998;0.0554;0.0881;0.1335;0;0.3233;100;150;34;2;39.98;5.54;8.81;13.35;0;32.33
0.4474;0.1044;0.0297;0;0.2836;0.1349;60;140;34;1;26.844;6.264;1.782;0;17.016;8.094
0.4123;0.0914;0.0463;0.0423;0.1324;0.2752;90;90;28;2;37.107;8.226;4.167;3.807;11.916;24.768
0.3593;0.1533;0.2694;0.0051;0.0481;0.1647;90;80;41;2;32.337;13.797;24.246;0.459;4.329;14.823
0.4041;0.1333;0.1568;0.0224;0.0336;0.2499;120;100;37;2;48.492;15.996;18.816;2.688;4.032;29.988
0.3242;0.0659;0.0395;0.0428;0.1905;0.3372;90;120;47;2;29.178;5.931;3.555;3.852;17.145;30.348
0.4261;0.1423;0.0937;0.0288;0;0.309;80;110;41;2;34.088;11.384;7.496;2.304;0;24.72
0.3571;0.0773;0.1088;0.0364;0.1652;0.2553;110;210;38;1;39.281;8.503;11.968;4.004;18.172;28.083
0.3502;0.117;0.0413;0.064;0.1664;0.261;70;140;37;1;24.514;8.19;2.891;4.48;11.648;18.27
0.4289;0.0852;0.0539;0.0205;0.2119;0.1996;90;120;31;2;38.601;7.668;4.851;1.845;19.071;17.964
0.4743;0.2177;0.0221;0.0094;0.0043;0.2721;70;90;29;1;33.201;15.239;1.547;0.658;0.301;19.047
0.3821;0.0979;0.1333;0.0081;0.1051;0.2735;90;140;34;1;34.389;8.811;11.997;0.729;9.459;24.615
0.345;0.1342;0.1506;0.0102;0.1826;0.1774;50;70;33;1;17.25;6.71;7.53;0.51;9.13;8.87
0.3525;0.0777;0.1911;0.0334;0.0799;0.2656;90;100;32;2;31.725;6.993;17.199;3.006;7.191;23.904
0.3297;0.1722;0.0028;0.0597;0.2075;0.2281;60;100;27;2;19.782;10.332;0.168;3.582;12.45;13.686
0.3371;0.1656;0.0798;0.1008;0.1101;0.2066;80;90;44;1;26.968;13.248;6.384;8.064;8.808;16.528
0.4033;0.1296;0.0461;0.0146;0.0565;0.3499;100;130;36;2;40.33;12.96;4.61;1.46;5.65;34.99
0.4155;0.0851;0.0135;0.0017;0.2586;0.2256;80;130;32;2;33.24;6.808;1.08;0.136;20.688;18.048
0.6017;0.201;0.0102;0;0;0.1872;50;90;44;1;30.085;10.05;0.51;0;0;9.36
0.6097;0.0259;0.0457;0.1344;0.0356;0.1488;100;150;26;1;60.97;2.59;4.57;13.44;3.56;14.88
0.5865;0.1774;0.0054;0.0199;0.1452;0.0656;40;70;29;1;23.46;7.096;0.216;0.796;5.808;2.624
0.4613;0.0877;0.099;0;0.1398;0.2122;60;130;41;1;27.678;5.262;5.94;0;8.388;12.732
0.4124;0.0394;0.0133;0.0783;0.2658;0.1907;100;270;53;1;41.24;3.94;1.33;7.83;26.58;19.07
0.3444;0.0554;0.0881;0.0127;0.0012;0.4981;110;160;31;2;37.884;6.094;9.691;1.397;0.132;54.791
0.378;0.0844;0.1171;0.0199;0.0834;0.3172;130;200;48;2;49.14;10.972;15.223;2.587;10.842;41.236
0.4081;0.0484;0.0183;0.2024;0.0989;0.2239;90;90;26;2;36.729;4.356;1.647;18.216;8.901;20.151
0.3394;0.0903;0.1291;0;0.0119;0.4292;70;40;35;1;23.758;6.321;9.037;0;0.833;30.044
0.526;0.0728;0.0412;0;0.1086;0.2515;100;160;37;2;52.6;7.28;4.12;0;10.86;25.15
0.4397;0.1928;0.02;0.023;0.1772;0.1473;70;90;30;1;30.779;13.496;1.4;1.61;12.404;10.311
0.3458;0.0638;0.0028;0.0111;0.2547;0.3218;80;40;27;2;27.664;5.104;0.224;0.888;20.376;25.744
0.528;0.0627;0.0314;0.0248;0.1009;0.2523;50;90;24;2;26.4;3.135;1.57;1.24;5.045;12.615
0.3468;0.1092;0.2163;0.1288;0.1153;0.0836;150;190;36;2;52.02;16.38;32.445;19.32;17.295;12.54
0.3368;0.0761;0.1608;0.0177;0.1525;0.2561;90;140;37;2;30.312;6.849;14.472;1.593;13.725;23.049
0.371;0.0582;0.0722;0.0166;0.1721;0.3099;130;120;48;1;48.23;7.566;9.386;2.158;22.373;40.287
0.3056;0.0761;0.0584;0.058;0.1273;0.3746;100;130;34;2;30.56;7.61;5.84;5.8;12.73;37.46
0.4298;0.0515;0.0582;0.0478;0.224;0.1887;70;110;25;2;30.086;3.605;4.074;3.346;15.68;13.209
0.512;0.0579;0.0956;0.0666;0.0376;0.2303;60;110;35;2;30.72;3.474;5.736;3.996;2.256;13.818
0.5535;0.0911;0.0233;0.1002;0.0473;0.1846;110;210;27;1;60.885;10.021;2.563;11.022;5.203;20.306
0.4732;0.0553;0.1609;0.0209;0.0807;0.2091;100;130;50;2;47.32;5.53;16.09;2.09;8.07;20.91
0.3346;0.055;0.0942;0.0205;0.0547;0.4409;140;190;45;2;46.844;7.7;13.188;2.87;7.658;61.726
0.4539;0.0861;0.2269;0.0188;0.1301;0.0843;90;150;35;2;40.851;7.749;20.421;1.692;11.709;7.587
0.2529;0.0651;0.165;0.0934;0.1145;0.3091;120;150;30;1;30.348;7.812;19.8;11.208;13.74;37.092
0.4095;0.0661;0.191;0.0168;0.1032;0.2133;100;160;43;2;40.95;6.61;19.1;1.68;10.32;21.33
0.4761;0.0806;0.0494;0.0099;0.2631;0.1208;80;150;41;2;38.088;6.448;3.952;0.792;21.048;9.664
0.3407;0.1071;0.088;0.0375;0.3486;0.078;60;100;28;2;20.442;6.426;5.28;2.25;20.916;4.68
0.2447;0.0795;0;0.0878;0.1949;0.3931;140;200;30;1;34.258;11.13;0;12.292;27.286;55.034
0.2753;0.0144;0.1344;0.0048;0.3681;0.2029;180;140;43;2;49.554;2.592;24.192;0.864;66.258;36.522
0.2799;0.0714;0.1025;0;0.2796;0.2666;150;140;34;2;41.985;10.71;15.375;0;41.94;39.99
0.2426;0.2282;0;0;0.0819;0.4472;110;200;45;2;26.686;25.102;0;0;9.009;49.192
0.6113;0.1161;0.0362;0.0345;0.0168;0.1851;40;110;35;2;24.452;4.644;1.448;1.38;0.672;7.404
0.3358;0.0959;0.0148;0.0104;0.0015;0.5417;70;90;32;1;23.506;6.713;1.036;0.728;0.105;37.919
0.4102;0.104;0.2505;0.011;0.0144;0.2099;100;150;37;2;41.02;10.4;25.05;1.1;1.44;20.99
0.3961;0.0584;0.0114;0.3563;0.0437;0.134;120;150;33;2;47.532;7.008;1.368;42.756;5.244;16.08
0.3632;0.1296;0.0888;0.0267;0.2446;0.1471;60;90;37;2;21.792;7.776;5.328;1.602;14.676;8.826
0.296;0.1039;0.0974;0.0215;0.3292;0.152;130;140;30;1;38.48;13.507;12.662;2.795;42.796;19.76
0.3529;0.0465;0.0769;0.1553;0.0861;0.2822;130;120;37;2;45.877;6.045;9.997;20.189;11.193;36.686
0.2126;0.0468;0.2404;0;0.2313;0.2689;110;110;48;1;23.386;5.148;26.444;0;25.443;29.579
0.3369;0.0453;0.1119;0.0413;0.2456;0.2191;160;160;46;2;53.904;7.248;17.904;6.608;39.296;35.056
0.3695;0.0798;0.2758;0.15;0.0167;0.1082;120;100;42;2;44.34;9.576;33.096;18;2.004;12.984
0.3032;0.0555;0.2433;0.0173;0.1556;0.2251;150;180;30;1;45.48;8.325;36.495;2.595;23.34;33.765
0.3245;0.0642;0.131;0.0311;0.2032;0.246;70;110;27;1;22.715;4.494;9.17;2.177;14.224;17.22
0.4544;0.1681;0.1184;0;0.0542;0.2049;60;200;47;2;27.264;10.086;7.104;0;3.252;12.294
0.3897;0.1836;0;0.1111;0;0.3156;50;110;26;1;19.485;9.18;0;5.555;0;15.78
0.2598;0.1137;0.1461;0.1223;0.1174;0.2407;80;110;30;2;20.784;9.096;11.688;9.784;9.392;19.256
0.1773;0.1409;0.0666;0.0321;0.4168;0.1663;80;100;37;1;14.184;11.272;5.328;2.568;33.344;13.304
0.1443;0.0744;0.1734;0.0091;0.2439;0.355;220;430;40;2;31.746;16.368;38.148;2.002;53.658;78.1
0.2734;0.16;0.0098;0;0.213;0.3438;130;150;47;1;35.542;20.8;1.274;0;27.69;44.694
0.2508;0.1238;0.0755;0.0151;0.2134;0.3214;80;200;35;1;20.064;9.904;6.04;1.208;17.072;25.712
0.4232;0.0735;0.0972;0;0.1289;0.2772;80;100;45;2;33.856;5.88;7.776;0;10.312;22.176
0.5411;0.079;0;0;0.2343;0.1457;50;130;40;1;27.055;3.95;0;0;11.715;7.285
0.2729;0.0327;0.4282;0.0153;0.089;0.1619;80;140;32;2;21.832;2.616;34.256;1.224;7.12;12.952
0.3764;0.0273;0.0721;0.0775;0.1796;0.2671;80;140;27;2;30.112;2.184;5.768;6.2;14.368;21.368
0.2522;0.0943;0.0658;0;0.3568;0.2308;100;130;38;1;25.22;9.43;6.58;0;35.68;23.08
0.4397;0.1397;0.1143;0;0.1143;0.1921;70;110;36;2;30.779;9.779;8.001;0;8.001;13.447
0.462;0.1637;0.086;0.0214;0.0825;0.1843;110;190;36;2;50.82;18.007;9.46;2.354;9.075;20.273
0.4755;0.0582;0.2098;0.0369;0.1035;0.1161;110;130;32;2;52.305;6.402;23.078;4.059;11.385;12.771
0.4494;0.0606;0.1157;0.0672;0.1204;0.1867;110;150;32;2;49.434;6.666;12.727;7.392;13.244;20.537
0.4446;0.0526;0.1302;0.0542;0.0999;0.2185;80;150;28;1;35.568;4.208;10.416;4.336;7.992;17.48
0.5062;0.0996;0.0855;0.011;0.0274;0.2703;70;160;40;2;35.434;6.972;5.985;0.77;1.918;18.921
0.3628;0.1292;0.0451;0;0.3557;0.1072;100;70;37;1;36.28;12.92;4.51;0;35.57;10.72
0.2586;0.1748;0.235;0.0988;0.0823;0.1505;100;160;34;2;25.86;17.48;23.5;9.88;8.23;15.05
0.4237;0.1016;0.1038;0;0.1127;0.2582;100;220;47;2;42.37;10.16;10.38;0;11.27;25.82
0.1019;0.39;0.2097;0;0;0.2984;50;260;33;2;5.095;19.5;10.485;0;0;14.92
0.3465;0.2173;0;0;0.2918;0.1443;40;100;29;2;13.86;8.692;0;0;11.672;5.772
0.3675;0.0403;0.0842;0.0085;0.1688;0.3307;100;70;33;2;36.75;4.03;8.42;0.85;16.88;33.07
0.396;0.0725;0.0858;0.0715;0.0843;0.2898;100;120;40;2;39.6;7.25;8.58;7.15;8.43;28.98
0.3414;0.1133;0.26;0.0157;0.1376;0.132;100;170;35;2;34.14;11.33;26;1.57;13.76;13.2
0.3072;0.1255;0.0867;0.0115;0.1473;0.3218;130;240;48;2;39.936;16.315;11.271;1.495;19.149;41.834
0.2808;0.0323;0.0296;0.0932;0.1419;0.4223;260;200;48;2;73.008;8.398;7.696;24.232;36.894;109.798
0.4801;0.0748;0.0572;0.0986;0.0056;0.2839;100;150;49;1;48.01;7.48;5.72;9.86;0.56;28.39
0.4598;0.1643;0.0112;0.021;0.1575;0.1862;80;190;34;2;36.784;13.144;0.896;1.68;12.6;14.896
0.4168;0.0711;0.0524;0.0656;0.1775;0.2166;140;160;45;1;58.352;9.954;7.336;9.184;24.85;30.324
0.195;0.0885;0.0676;0.0176;0.2358;0.3955;90;150;34;1;17.55;7.965;6.084;1.584;21.222;35.595
0.4115;0.1069;0.1697;0.1172;0.033;0.1617;70;130;29;2;28.805;7.483;11.879;8.204;2.31;11.319
0.535;0.1271;0.1498;0.0036;0.0005;0.184;80;110;36;2;42.8;10.168;11.984;0.288;0.04;14.72
0.3746;0.0845;0.1566;0;0.1948;0.1896;80;90;43;2;29.968;6.76;12.528;0;15.584;15.168
0.4986;0.1352;0.0677;0.0501;0.126;0.1225;120;50;36;2;59.832;16.224;8.124;6.012;15.12;14.7
0.4302;0.1213;0.009;0.2254;0;0.214;70;190;38;2;30.114;8.491;0.63;15.778;0;14.98
0.5217;0.0926;0.0142;0.04;0.1693;0.1622;80;140;54;2;41.736;7.408;1.136;3.2;13.544;12.976
0.2714;0.1101;0.0596;0;0.2436;0.3152;130;210;33;1;35.282;14.313;7.748;0;31.668;40.976
0.3952;0.1653;0.1096;0;0.1098;0.2201;90;110;45;1;35.568;14.877;9.864;0;9.882;19.809
0.1651;0.0587;0.3897;0;0.2717;0.1148;150;130;34;2;24.765;8.805;58.455;0;40.755;17.22
0.195;0.0995;0.4039;0.077;0.0517;0.173;210;320;49;1;40.95;20.895;84.819;16.17;10.857;36.33
